record_id,site_id,material_category,week,opening_stock,closing_stock,stockout_flag,days_below_threshold,emergency_replenishment_flag
INV-SITE_03-GEN-20260209,SITE_03,General MRO,2026-02-09,53.82,26.46,0,4,0
INV-SITE_03-GEN-20260216,SITE_03,General MRO,2026-02-16,26.46,16.4,0,7,0
INV-SITE_03-GEN-20260223,SITE_03,General MRO,2026-02-23,16.4,0.0,1,7,1
INV-SITE_03-GEN-20260302,SITE_03,General MRO,2026-03-02,15.0,10.48,0,7,1
INV-SITE_03-GEN-20260309,SITE_03,General MRO,2026-03-09,33.33,16.59,0,7,1
INV-SITE_03-GEN-20260316,SITE_03,General MRO,2026-03-16,39.98,64.56,0,0,0
INV-SITE_03-GEN-20260323,SITE_03,General MRO,2026-03-23,64.56,64.1,0,0,0
INV-SITE_03-GEN-20260330,SITE_03,General MRO,2026-03-30,64.1,60.69,0,0,0
INV-SITE_04-EXP-20251103,SITE_04,Explosives,2025-11-03,184.0,143.18,0,0,0
INV-SITE_04-EXP-20251110,SITE_04,Explosives,2025-11-10,143.18,117.08,0,0,0
INV-SITE_04-EXP-20251117,SITE_04,Explosives,2025-11-17,117.08,120.21,0,0,0
INV-SITE_04-EXP-20251124,SITE_04,Explosives,2025-11-24,120.21,117.08,0,0,0
INV-SITE_04-EXP-20251201,SITE_04,Explosives,2025-12-01,117.08,86.65,0,0,0
INV-SITE_04-EXP-20251208,SITE_04,Explosives,2025-12-08,86.65,61.37,0,0,0
INV-SITE_04-EXP-20251215,SITE_04,Explosives,2025-12-15,61.37,44.84,0,4,0
INV-SITE_04-EXP-20251222,SITE_04,Explosives,2025-12-22,44.84,0.0,1,7,1
INV-SITE_04-EXP-20251229,SITE_04,Explosives,2025-12-29,23.79,12.84,0,7,0
INV-SITE_04-EXP-20260105,SITE_04,Explosives,2026-01-05,15.0,18.08,0,7,1
INV-SITE_04-EXP-20260112,SITE_04,Explosives,2026-01-12,36.15,6.08,0,7,1
INV-SITE_04-EXP-20260119,SITE_04,Explosives,2026-01-19,26.15,0.0,1,7,1
INV-SITE_04-EXP-20260126,SITE_04,Explosives,2026-01-26,18.93,0.0,1,7,1
INV-SITE_04-EXP-20260202,SITE_04,Explosives,2026-02-02,15.0,7.22,0,7,1
INV-SITE_04-EXP-20260209,SITE_04,Explosives,2026-02-09,26.48,0.0,1,7,1
INV-SITE_04-EXP-20260216,SITE_04,Explosives,2026-02-16,28.81,0.0,1,7,1
INV-SITE_04-EXP-20260223,SITE_04,Explosives,2026-02-23,25.89,0.0,1,7,1
INV-SITE_04-EXP-20260302,SITE_04,Explosives,2026-03-02,21.97,2.18,1,7,1
INV-SITE_04-EXP-20260309,SITE_04,Explosives,2026-03-09,20.21,0.0,1,7,1
INV-SITE_04-EXP-20260316,SITE_04,Explosives,2026-03-16,18.96,28.55,0,7,1
INV-SITE_04-EXP-20260323,SITE_04,Explosives,2026-03-23,64.69,51.33,0,2,1
INV-SITE_04-EXP-20260330,SITE_04,Explosives,2026-03-30,78.72,44.56,0,4,1
INV-SITE_04-DIE-20251103,SITE_04,Diesel,2025-11-03,223.0,241.21,0,0,0
INV-SITE_04-DIE-20251110,SITE_04,Diesel,2025-11-10,241.21,206.64,0,0,0
INV-SITE_04-DIE-20251117,SITE_04,Diesel,2025-11-17,206.64,156.02,0,0,0
INV-SITE_04-DIE-20251124,SITE_04,Diesel,2025-11-24,156.02,155.89,0,0,0
INV-SITE_04-DIE-20251201,SITE_04,Diesel,2025-12-01,155.89,161.48,0,0,0
INV-SITE_04-DIE-20251208,SITE_04,Diesel,2025-12-08,161.48,102.66,0,0,0
INV-SITE_04-DIE-20251215,SITE_04,Diesel,2025-12-15,102.66,85.81,0,0,0
INV-SITE_04-DIE-20251222,SITE_04,Diesel,2025-12-22,85.81,94.16,0,0,0
INV-SITE_04-DIE-20251229,SITE_04,Diesel,2025-12-29,94.16,23.07,0,6,0
INV-SITE_04-DIE-20260105,SITE_04,Diesel,2026-01-05,23.07,0.0,1,7,1
INV-SITE_04-DIE-20260112,SITE_04,Diesel,2026-01-12,28.54,0.0,1,7,1
INV-SITE_04-DIE-20260119,SITE_04,Diesel,2026-01-19,32.76,0.0,1,7,1
INV-SITE_04-DIE-20260126,SITE_04,Diesel,2026-01-26,15.0,0.0,1,7,1
INV-SITE_04-DIE-20260202,SITE_04,Diesel,2026-02-02,35.0,21.1,0,7,1
INV-SITE_04-DIE-20260209,SITE_04,Diesel,2026-02-09,56.41,29.91,0,4,0
INV-SITE_04-DIE-20260216,SITE_04,Diesel,2026-02-16,29.91,0.0,1,7,1
INV-SITE_04-DIE-20260223,SITE_04,Diesel,2026-02-23,21.09,27.97,0,4,0
INV-SITE_04-DIE-20260302,SITE_04,Diesel,2026-03-02,27.97,16.16,0,7,0
INV-SITE_04-DIE-20260309,SITE_04,Diesel,2026-03-09,16.16,0.0,1,7,1
INV-SITE_04-DIE-20260316,SITE_04,Diesel,2026-03-16,32.12,0.0,1,7,1
INV-SITE_04-DIE-20260323,SITE_04,Diesel,2026-03-23,24.25,58.41,0,0,0
INV-SITE_04-DIE-20260330,SITE_04,Diesel,2026-03-30,58.41,47.23,0,0,0
INV-SITE_04-GRI-20251103,SITE_04,Grinding Media,2025-11-03,225.0,179.98,0,0,0
INV-SITE_04-GRI-20251110,SITE_04,Grinding Media,2025-11-10,179.98,188.2,0,0,0
INV-SITE_04-GRI-20251117,SITE_04,Grinding Media,2025-11-17,188.2,159.09,0,0,0
INV-SITE_04-GRI-20251124,SITE_04,Grinding Media,2025-11-24,159.09,148.96,0,0,0
INV-SITE_04-GRI-20251201,SITE_04,Grinding Media,2025-12-01,148.96,163.24,0,0,0
INV-SITE_04-GRI-20251208,SITE_04,Grinding Media,2025-12-08,163.24,107.43,0,0,0
INV-SITE_04-GRI-20251215,SITE_04,Grinding Media,2025-12-15,107.43,109.04,0,0,0
INV-SITE_04-GRI-20251222,SITE_04,Grinding Media,2025-12-22,109.04,96.95,0,0,0
INV-SITE_04-GRI-20251229,SITE_04,Grinding Media,2025-12-29,96.95,59.27,0,0,0
INV-SITE_04-GRI-20260105,SITE_04,Grinding Media,2026-01-05,59.27,35.14,0,3,1
INV-SITE_04-GRI-20260112,SITE_04,Grinding Media,2026-01-12,47.95,0.0,1,7,1
INV-SITE_04-GRI-20260119,SITE_04,Grinding Media,2026-01-19,19.37,0.0,1,7,1
INV-SITE_04-GRI-20260126,SITE_04,Grinding Media,2026-01-26,24.77,0.0,1,7,1
INV-SITE_04-GRI-20260202,SITE_04,Grinding Media,2026-02-02,31.5,0.22,0,7,0
INV-SITE_04-GRI-20260209,SITE_04,Grinding Media,2026-02-09,15.0,0.0,1,7,1
INV-SITE_04-GRI-20260216,SITE_04,Grinding Media,2026-02-16,15.0,0.0,1,7,1
INV-SITE_04-GRI-20260223,SITE_04,Grinding Media,2026-02-23,21.0,0.0,1,7,1
INV-SITE_04-GRI-20260302,SITE_04,Grinding Media,2026-03-02,16.04,7.61,0,7,1
INV-SITE_04-GRI-20260309,SITE_04,Grinding Media,2026-03-09,19.69,21.83,0,7,0
INV-SITE_04-GRI-20260316,SITE_04,Grinding Media,2026-03-16,21.83,0.0,1,7,1
INV-SITE_04-GRI-20260323,SITE_04,Grinding Media,2026-03-23,30.72,71.09,0,0,0
INV-SITE_04-GRI-20260330,SITE_04,Grinding Media,2026-03-30,71.09,25.79,0,6,0
INV-SITE_04-DRI-20251103,SITE_04,Drill Consumables,2025-11-03,229.0,234.27,0,0,0
INV-SITE_04-DRI-20251110,SITE_04,Drill Consumables,2025-11-10,234.27,211.52,0,0,0
INV-SITE_04-DRI-20251117,SITE_04,Drill Consumables,2025-11-17,211.52,193.92,0,0,0
INV-SITE_04-DRI-20251124,SITE_04,Drill Consumables,2025-11-24,193.92,208.17,0,0,0
INV-SITE_04-DRI-20251201,SITE_04,Drill Consumables,2025-12-01,208.17,177.13,0,0,0
INV-SITE_04-DRI-20251208,SITE_04,Drill Consumables,2025-12-08,177.13,181.92,0,0,0
INV-SITE_04-DRI-20251215,SITE_04,Drill Consumables,2025-12-15,181.92,157.85,0,0,0
INV-SITE_04-DRI-20251222,SITE_04,Drill Consumables,2025-12-22,157.85,167.41,0,0,0
INV-SITE_04-DRI-20251229,SITE_04,Drill Consumables,2025-12-29,167.41,164.84,0,0,0
INV-SITE_04-DRI-20260105,SITE_04,Drill Consumables,2026-01-05,164.84,148.29,0,0,0
INV-SITE_04-DRI-20260112,SITE_04,Drill Consumables,2026-01-12,148.29,118.18,0,0,0
INV-SITE_04-DRI-20260119,SITE_04,Drill Consumables,2026-01-19,118.18,124.09,0,0,0
INV-SITE_04-DRI-20260126,SITE_04,Drill Consumables,2026-01-26,124.09,125.13,0,0,0
INV-SITE_04-DRI-20260202,SITE_04,Drill Consumables,2026-02-02,125.13,95.52,0,0,0
INV-SITE_04-DRI-20260209,SITE_04,Drill Consumables,2026-02-09,95.52,90.15,0,0,0
INV-SITE_04-DRI-20260216,SITE_04,Drill Consumables,2026-02-16,90.15,95.49,0,0,0
INV-SITE_04-DRI-20260223,SITE_04,Drill Consumables,2026-02-23,95.49,58.05,0,0,0
INV-SITE_04-DRI-20260302,SITE_04,Drill Consumables,2026-03-02,58.05,44.88,0,1,1
INV-SITE_04-DRI-20260309,SITE_04,Drill Consumables,2026-03-09,67.32,38.93,0,2,1
INV-SITE_04-DRI-20260316,SITE_04,Drill Consumables,2026-03-16,76.49,91.25,0,0,0
INV-SITE_04-DRI-20260323,SITE_04,Drill Consumables,2026-03-23,91.25,106.36,0,0,0
INV-SITE_04-DRI-20260330,SITE_04,Drill Consumables,2026-03-30,106.36,105.31,0,0,0
INV-SITE_04-TYR-20251103,SITE_04,Tyres,2025-11-03,145.0,132.38,0,0,0
INV-SITE_04-TYR-20251110,SITE_04,Tyres,2025-11-10,132.38,100.18,0,0,0
INV-SITE_04-TYR-20251117,SITE_04,Tyres,2025-11-17,100.18,91.05,0,0,0
INV-SITE_04-TYR-20251124,SITE_04,Tyres,2025-11-24,91.05,94.87,0,0,0
INV-SITE_04-TYR-20251201,SITE_04,Tyres,2025-12-01,94.87,88.43,0,0,0
INV-SITE_04-TYR-20251208,SITE_04,Tyres,2025-12-08,88.43,41.58,0,4,1
INV-SITE_04-TYR-20251215,SITE_04,Tyres,2025-12-15,64.92,41.99,0,4,1
INV-SITE_04-TYR-20251222,SITE_04,Tyres,2025-12-22,72.71,46.67,0,3,1
INV-SITE_04-TYR-20251229,SITE_04,Tyres,2025-12-29,83.57,69.39,0,0,0
INV-SITE_04-TYR-20260105,SITE_04,Tyres,2026-01-05,69.39,21.67,0,7,1
INV-SITE_04-TYR-20260112,SITE_04,Tyres,2026-01-12,39.16,22.72,0,7,1
INV-SITE_04-TYR-20260119,SITE_04,Tyres,2026-01-19,39.75,12.47,1,7,1
INV-SITE_04-TYR-20260126,SITE_04,Tyres,2026-01-26,37.24,44.03,0,3,1
INV-SITE_04-TYR-20260202,SITE_04,Tyres,2026-02-02,64.95,75.07,0,0,0
INV-SITE_04-TYR-20260209,SITE_04,Tyres,2026-02-09,75.07,64.69,0,0,0
INV-SITE_04-TYR-20260216,SITE_04,Tyres,2026-02-16,64.69,49.57,0,2,1
INV-SITE_04-TYR-20260223,SITE_04,Tyres,2026-02-23,77.6,54.63,0,1,0
INV-SITE_04-TYR-20260302,SITE_04,Tyres,2026-03-02,54.63,14.46,0,7,1
INV-SITE_04-TYR-20260309,SITE_04,Tyres,2026-03-09,34.73,28.17,0,7,1
INV-SITE_04-TYR-20260316,SITE_04,Tyres,2026-03-16,52.6,12.71,0,7,0
INV-SITE_04-TYR-20260323,SITE_04,Tyres,2026-03-23,15.0,18.19,0,7,1
INV-SITE_04-TYR-20260330,SITE_04,Tyres,2026-03-30,46.5,48.14,0,2,1
INV-SITE_04-SAF-20251103,SITE_04,Safety PPE,2025-11-03,147.0,146.97,0,0,0
INV-SITE_04-SAF-20251110,SITE_04,Safety PPE,2025-11-10,146.97,134.17,0,0,0
INV-SITE_04-SAF-20251117,SITE_04,Safety PPE,2025-11-17,134.17,124.01,0,0,0
INV-SITE_04-SAF-20251124,SITE_04,Safety PPE,2025-11-24,124.01,141.87,0,0,0
INV-SITE_04-SAF-20251201,SITE_04,Safety PPE,2025-12-01,141.87,125.21,0,0,0
INV-SITE_04-SAF-20251208,SITE_04,Safety PPE,2025-12-08,125.21,137.28,0,0,0
INV-SITE_04-SAF-20251215,SITE_04,Safety PPE,2025-12-15,137.28,129.65,0,0,0
INV-SITE_04-SAF-20251222,SITE_04,Safety PPE,2025-12-22,129.65,121.87,0,0,0
INV-SITE_04-SAF-20251229,SITE_04,Safety PPE,2025-12-29,121.87,118.01,0,0,0
INV-SITE_04-SAF-20260105,SITE_04,Safety PPE,2026-01-05,118.01,108.14,0,0,0
INV-SITE_04-SAF-20260112,SITE_04,Safety PPE,2026-01-12,108.14,109.98,0,0,0
INV-SITE_04-SAF-20260119,SITE_04,Safety PPE,2026-01-19,109.98,110.49,0,0,0
INV-SITE_04-SAF-20260126,SITE_04,Safety PPE,2026-01-26,110.49,66.98,0,0,0
INV-SITE_04-SAF-20260202,SITE_04,Safety PPE,2026-02-02,66.98,65.16,0,0,0
INV-SITE_04-SAF-20260209,SITE_04,Safety PPE,2026-02-09,65.16,48.34,0,3,1
INV-SITE_04-SAF-20260216,SITE_04,Safety PPE,2026-02-16,78.12,66.84,0,0,0
INV-SITE_04-SAF-20260223,SITE_04,Safety PPE,2026-02-23,66.84,66.28,0,0,0
INV-SITE_04-SAF-20260302,SITE_04,Safety PPE,2026-03-02,66.28,37.32,0,5,0
INV-SITE_04-SAF-20260309,SITE_04,Safety PPE,2026-03-09,37.32,47.03,0,3,1
INV-SITE_04-SAF-20260316,SITE_04,Safety PPE,2026-03-16,63.76,33.57,0,6,1
INV-SITE_04-SAF-20260323,SITE_04,Safety PPE,2026-03-23,66.07,78.7,0,0,0
INV-SITE_04-SAF-20260330,SITE_04,Safety PPE,2026-03-30,78.7,100.77,0,0,0
INV-SITE_04-REA-20251103,SITE_04,Reagents,2025-11-03,231.0,276.11,0,0,0
INV-SITE_04-REA-20251110,SITE_04,Reagents,2025-11-10,276.11,278.97,0,0,0
INV-SITE_04-REA-20251117,SITE_04,Reagents,2025-11-17,278.97,259.86,0,0,0
INV-SITE_04-REA-20251124,SITE_04,Reagents,2025-11-24,259.86,281.79,0,0,0
INV-SITE_04-REA-20251201,SITE_04,Reagents,2025-12-01,281.79,276.24,0,0,0
INV-SITE_04-REA-20251208,SITE_04,Reagents,2025-12-08,276.24,269.67,0,0,0
INV-SITE_04-REA-20251215,SITE_04,Reagents,2025-12-15,269.67,260.39,0,0,0
INV-SITE_04-REA-20251222,SITE_04,Reagents,2025-12-22,260.39,253.06,0,0,0
INV-SITE_04-REA-20251229,SITE_04,Reagents,2025-12-29,253.06,263.67,0,0,0
INV-SITE_04-REA-20260105,SITE_04,Reagents,2026-01-05,263.67,251.75,0,0,0
INV-SITE_04-REA-20260112,SITE_04,Reagents,2026-01-12,251.75,239.63,0,0,0
INV-SITE_04-REA-20260119,SITE_04,Reagents,2026-01-19,239.63,251.85,0,0,0
INV-SITE_04-REA-20260126,SITE_04,Reagents,2026-01-26,251.85,210.3,0,0,0
INV-SITE_04-REA-20260202,SITE_04,Reagents,2026-02-02,210.3,243.73,0,0,0
INV-SITE_04-REA-20260209,SITE_04,Reagents,2026-02-09,243.73,218.01,0,0,0
INV-SITE_04-REA-20260216,SITE_04,Reagents,2026-02-16,218.01,217.0,0,0,0
INV-SITE_04-REA-20260223,SITE_04,Reagents,2026-02-23,217.0,189.77,0,0,0
INV-SITE_04-REA-20260302,SITE_04,Reagents,2026-03-02,189.77,160.63,0,0,0
INV-SITE_04-REA-20260309,SITE_04,Reagents,2026-03-09,160.63,117.33,0,0,0
INV-SITE_04-REA-20260316,SITE_04,Reagents,2026-03-16,117.33,77.33,0,0,0
INV-SITE_04-REA-20260323,SITE_04,Reagents,2026-03-23,77.33,52.3,0,0,0
INV-SITE_04-REA-20260330,SITE_04,Reagents,2026-03-30,52.3,41.09,0,0,0
INV-SITE_04-ELE-20251103,SITE_04,Electrical Spares,2025-11-03,199.0,184.27,0,0,0
INV-SITE_04-ELE-20251110,SITE_04,Electrical Spares,2025-11-10,184.27,180.03,0,0,0
INV-SITE_04-ELE-20251117,SITE_04,Electrical Spares,2025-11-17,180.03,146.98,0,0,0
INV-SITE_04-ELE-20251124,SITE_04,Electrical Spares,2025-11-24,146.98,124.02,0,0,0
INV-SITE_04-ELE-20251201,SITE_04,Electrical Spares,2025-12-01,124.02,106.77,0,0,0
INV-SITE_04-ELE-20251208,SITE_04,Electrical Spares,2025-12-08,106.77,81.76,0,0,0
INV-SITE_04-ELE-20251215,SITE_04,Electrical Spares,2025-12-15,81.76,89.7,0,0,0
INV-SITE_04-ELE-20251222,SITE_04,Electrical Spares,2025-12-22,89.7,61.09,0,0,0
INV-SITE_04-ELE-20251229,SITE_04,Electrical Spares,2025-12-29,61.09,60.25,0,0,0
INV-SITE_04-ELE-20260105,SITE_04,Electrical Spares,2026-01-05,60.25,74.5,0,0,0
INV-SITE_04-ELE-20260112,SITE_04,Electrical Spares,2026-01-12,74.5,75.54,0,0,0
INV-SITE_04-ELE-20260119,SITE_04,Electrical Spares,2026-01-19,75.54,60.74,0,0,0
INV-SITE_04-ELE-20260126,SITE_04,Electrical Spares,2026-01-26,60.74,30.11,0,6,1
INV-SITE_04-ELE-20260202,SITE_04,Electrical Spares,2026-02-02,59.14,27.93,0,6,1
INV-SITE_04-ELE-20260209,SITE_04,Electrical Spares,2026-02-09,43.47,28.5,0,6,1
INV-SITE_04-ELE-20260216,SITE_04,Electrical Spares,2026-02-16,58.9,65.63,0,0,0
INV-SITE_04-ELE-20260223,SITE_04,Electrical Spares,2026-02-23,65.63,36.96,0,4,0
INV-SITE_04-ELE-20260302,SITE_04,Electrical Spares,2026-03-02,36.96,0.0,1,7,1
INV-SITE_04-ELE-20260309,SITE_04,Electrical Spares,2026-03-09,20.74,15.43,0,7,1
INV-SITE_04-ELE-20260316,SITE_04,Electrical Spares,2026-03-16,33.24,0.0,1,7,1
INV-SITE_04-ELE-20260323,SITE_04,Electrical Spares,2026-03-23,15.0,0.0,1,7,1
INV-SITE_04-ELE-20260330,SITE_04,Electrical Spares,2026-03-30,23.33,0.0,1,7,1
INV-SITE_04-CON-20251103,SITE_04,Conveyor Parts,2025-11-03,125.0,60.67,0,0,0
INV-SITE_04-CON-20251110,SITE_04,Conveyor Parts,2025-11-10,60.67,33.22,0,2,1
INV-SITE_04-CON-20251117,SITE_04,Conveyor Parts,2025-11-17,51.51,44.66,0,0,0
INV-SITE_04-CON-20251124,SITE_04,Conveyor Parts,2025-11-24,44.66,49.82,0,0,0
INV-SITE_04-CON-20251201,SITE_04,Conveyor Parts,2025-12-01,49.82,0.0,1,7,1
INV-SITE_04-CON-20251208,SITE_04,Conveyor Parts,2025-12-08,23.92,0.0,1,7,1
INV-SITE_04-CON-20251215,SITE_04,Conveyor Parts,2025-12-15,15.0,0.0,1,7,1
INV-SITE_04-CON-20251222,SITE_04,Conveyor Parts,2025-12-22,34.36,0.0,1,7,1
INV-SITE_04-CON-20251229,SITE_04,Conveyor Parts,2025-12-29,15.0,0.0,1,7,1
INV-SITE_04-CON-20260105,SITE_04,Conveyor Parts,2026-01-05,25.24,11.03,0,7,1
INV-SITE_04-CON-20260112,SITE_04,Conveyor Parts,2026-01-12,23.86,0.0,1,7,1
INV-SITE_04-CON-20260119,SITE_04,Conveyor Parts,2026-01-19,25.64,0.0,1,7,1
INV-SITE_04-CON-20260126,SITE_04,Conveyor Parts,2026-01-26,23.97,0.0,1,7,1
INV-SITE_04-CON-20260202,SITE_04,Conveyor Parts,2026-02-02,33.3,59.44,0,0,0
INV-SITE_04-CON-20260209,SITE_04,Conveyor Parts,2026-02-09,59.44,41.78,0,0,0
INV-SITE_04-CON-20260216,SITE_04,Conveyor Parts,2026-02-16,41.78,14.14,0,7,1
INV-SITE_04-CON-20260223,SITE_04,Conveyor Parts,2026-02-23,48.52,6.87,0,7,1
INV-SITE_04-CON-20260302,SITE_04,Conveyor Parts,2026-03-02,21.87,15.87,0,7,1
INV-SITE_04-CON-20260309,SITE_04,Conveyor Parts,2026-03-09,35.14,22.35,0,6,1
INV-SITE_04-CON-20260316,SITE_04,Conveyor Parts,2026-03-16,36.41,22.22,0,6,1
INV-SITE_04-CON-20260323,SITE_04,Conveyor Parts,2026-03-23,47.98,64.57,0,0,0
INV-SITE_04-CON-20260330,SITE_04,Conveyor Parts,2026-03-30,64.57,48.69,0,0,0
INV-SITE_04-GEN-20251103,SITE_04,General MRO,2025-11-03,114.0,111.27,0,0,0
INV-SITE_04-GEN-20251110,SITE_04,General MRO,2025-11-10,111.27,100.4,0,0,0
INV-SITE_04-GEN-20251117,SITE_04,General MRO,2025-11-17,100.4,65.91,0,0,0
INV-SITE_04-GEN-20251124,SITE_04,General MRO,2025-11-24,65.91,58.56,0,0,0
INV-SITE_04-GEN-20251201,SITE_04,General MRO,2025-12-01,58.56,51.14,0,2,0
INV-SITE_04-GEN-20251208,SITE_04,General MRO,2025-12-08,51.14,47.47,0,3,1
INV-SITE_04-GEN-20251215,SITE_04,General MRO,2025-12-15,73.51,60.3,0,0,0
INV-SITE_04-GEN-20251222,SITE_04,General MRO,2025-12-22,60.3,48.33,0,2,1
INV-SITE_04-GEN-20251229,SITE_04,General MRO,2025-12-29,75.19,80.7,0,0,0
INV-SITE_04-GEN-20260105,SITE_04,General MRO,2026-01-05,80.7,98.59,0,0,0
INV-SITE_04-GEN-20260112,SITE_04,General MRO,2026-01-12,98.59,70.57,0,0,0
INV-SITE_04-GEN-20260119,SITE_04,General MRO,2026-01-19,70.57,44.46,0,3,1
INV-SITE_04-GEN-20260126,SITE_04,General MRO,2026-01-26,73.81,62.28,0,0,0
INV-SITE_04-GEN-20260202,SITE_04,General MRO,2026-02-02,62.28,61.64,0,0,0
INV-SITE_04-GEN-20260209,SITE_04,General MRO,2026-02-09,61.64,75.94,0,0,0
INV-SITE_04-GEN-20260216,SITE_04,General MRO,2026-02-16,75.94,66.27,0,0,0
INV-SITE_04-GEN-20260223,SITE_04,General MRO,2026-02-23,66.27,52.99,0,1,0
INV-SITE_04-GEN-20260302,SITE_04,General MRO,2026-03-02,52.99,55.33,0,1,0
INV-SITE_04-GEN-20260309,SITE_04,General MRO,2026-03-09,55.33,50.8,0,2,1
INV-SITE_04-GEN-20260316,SITE_04,General MRO,2026-03-16,86.11,75.5,0,0,0
INV-SITE_04-GEN-20260323,SITE_04,General MRO,2026-03-23,75.5,58.49,0,0,0
INV-SITE_04-GEN-20260330,SITE_04,General MRO,2026-03-30,58.49,59.89,0,0,0
INV-SITE_05-EXP-20251103,SITE_05,Explosives,2025-11-03,182.0,179.76,0,0,0
INV-SITE_05-EXP-20251110,SITE_05,Explosives,2025-11-10,179.76,154.55,0,0,0
INV-SITE_05-EXP-20251117,SITE_05,Explosives,2025-11-17,154.55,142.04,0,0,0
INV-SITE_05-EXP-20251124,SITE_05,Explosives,2025-11-24,142.04,133.09,0,0,0
INV-SITE_05-EXP-20251201,SITE_05,Explosives,2025-12-01,133.09,161.77,0,0,0
INV-SITE_05-EXP-20251208,SITE_05,Explosives,2025-12-08,161.77,116.23,0,0,0
INV-SITE_05-EXP-20251215,SITE_05,Explosives,2025-12-15,116.23,86.99,0,0,0
INV-SITE_05-EXP-20251222,SITE_05,Explosives,2025-12-22,86.99,73.76,0,0,0
INV-SITE_05-EXP-20251229,SITE_05,Explosives,2025-12-29,73.76,69.12,0,0,0
INV-SITE_05-EXP-20260105,SITE_05,Explosives,2026-01-05,69.12,100.47,0,0,0
INV-SITE_05-EXP-20260112,SITE_05,Explosives,2026-01-12,100.47,118.68,0,0,0
INV-SITE_05-EXP-20260119,SITE_05,Explosives,2026-01-19,118.68,104.05,0,0,0
INV-SITE_05-EXP-20260126,SITE_05,Explosives,2026-01-26,104.05,122.25,0,0,0
INV-SITE_05-EXP-20260202,SITE_05,Explosives,2026-02-02,122.25,138.48,0,0,0
INV-SITE_05-EXP-20260209,SITE_05,Explosives,2026-02-09,138.48,148.82,0,0,0
INV-SITE_05-EXP-20260216,SITE_05,Explosives,2026-02-16,148.82,129.26,0,0,0
INV-SITE_05-EXP-20260223,SITE_05,Explosives,2026-02-23,129.26,110.98,0,0,0
INV-SITE_05-EXP-20260302,SITE_05,Explosives,2026-03-02,110.98,80.7,0,0,0
INV-SITE_05-EXP-20260309,SITE_05,Explosives,2026-03-09,80.7,37.1,0,5,1
INV-SITE_05-EXP-20260316,SITE_05,Explosives,2026-03-16,67.08,24.7,0,7,0
INV-SITE_05-EXP-20260323,SITE_05,Explosives,2026-03-23,24.7,0.0,1,7,1
INV-SITE_05-EXP-20260330,SITE_05,Explosives,2026-03-30,24.47,41.76,0,4,1
INV-SITE_05-DIE-20251103,SITE_05,Diesel,2025-11-03,124.0,108.64,0,0,0
INV-SITE_05-DIE-20251110,SITE_05,Diesel,2025-11-10,108.64,116.43,0,0,0
INV-SITE_05-DIE-20251117,SITE_05,Diesel,2025-11-17,116.43,101.81,0,0,0
INV-SITE_05-DIE-20251124,SITE_05,Diesel,2025-11-24,101.81,82.12,0,0,0
INV-SITE_05-DIE-20251201,SITE_05,Diesel,2025-12-01,82.12,85.41,0,0,0
INV-SITE_05-DIE-20251208,SITE_05,Diesel,2025-12-08,85.41,46.63,0,0,0
INV-SITE_05-DIE-20251215,SITE_05,Diesel,2025-12-15,46.63,21.52,0,7,0
INV-SITE_05-DIE-20251222,SITE_05,Diesel,2025-12-22,21.52,9.41,0,7,1
INV-SITE_05-DIE-20251229,SITE_05,Diesel,2025-12-29,39.57,58.44,0,0,0
INV-SITE_05-DIE-20260105,SITE_05,Diesel,2026-01-05,58.44,56.28,0,0,0
INV-SITE_05-DIE-20260112,SITE_05,Diesel,2026-01-12,56.28,81.39,0,0,0
INV-SITE_05-DIE-20260119,SITE_05,Diesel,2026-01-19,81.39,41.18,0,0,0
INV-SITE_05-DIE-20260126,SITE_05,Diesel,2026-01-26,41.18,52.28,0,0,0
INV-SITE_05-DIE-20260202,SITE_05,Diesel,2026-02-02,52.28,28.38,0,4,1
INV-SITE_05-DIE-20260209,SITE_05,Diesel,2026-02-09,49.61,47.54,0,0,0
INV-SITE_05-DIE-20260216,SITE_05,Diesel,2026-02-16,47.54,30.29,0,4,1
INV-SITE_05-DIE-20260223,SITE_05,Diesel,2026-02-23,43.88,30.82,0,3,0
INV-SITE_05-DIE-20260302,SITE_05,Diesel,2026-03-02,30.82,14.76,0,7,0
INV-SITE_05-DIE-20260309,SITE_05,Diesel,2026-03-09,15.0,6.88,0,7,0
INV-SITE_05-DIE-20260316,SITE_05,Diesel,2026-03-16,15.0,3.74,0,7,1
INV-SITE_05-DIE-20260323,SITE_05,Diesel,2026-03-23,19.59,12.27,0,7,1
INV-SITE_05-DIE-20260330,SITE_05,Diesel,2026-03-30,34.94,49.88,0,0,0
INV-SITE_05-GRI-20251103,SITE_05,Grinding Media,2025-11-03,146.0,106.36,0,0,0
INV-SITE_05-GRI-20251110,SITE_05,Grinding Media,2025-11-10,106.36,72.64,0,0,0
INV-SITE_05-GRI-20251117,SITE_05,Grinding Media,2025-11-17,72.64,57.82,0,0,0
INV-SITE_05-GRI-20251124,SITE_05,Grinding Media,2025-11-24,57.82,31.33,0,4,1
INV-SITE_05-GRI-20251201,SITE_05,Grinding Media,2025-12-01,50.52,47.87,0,0,0
INV-SITE_05-GRI-20251208,SITE_05,Grinding Media,2025-12-08,47.87,75.79,0,0,0
