delivery_id,po_id,supplier_id,site_id,delivery_date,on_time_flag,quantity_fulfilled_pct,quality_issue_flag,transport_issue_flag,documentation_issue_flag
D000811,PO000811,S0109,SITE_12,2025-11-02,0,0.846,0,0,0
D000812,PO000812,S0086,SITE_01,2026-03-05,0,0.842,0,0,0
D000813,PO000813,S0073,SITE_09,2026-03-01,0,0.921,0,0,0
D000814,PO000814,S0099,SITE_11,2025-12-16,0,0.912,0,0,0
D000815,PO000815,S0018,SITE_06,2026-01-24,0,1.0,0,0,0
D000816,PO000816,S0096,SITE_10,2026-01-15,1,0.986,1,0,0
D000817,PO000817,S0042,SITE_06,2025-11-03,1,0.983,0,0,0
D000818,PO000818,S0117,SITE_07,2026-03-18,1,1.0,0,0,0
D000819,PO000819,S0062,SITE_05,2026-04-20,1,0.917,0,0,0
D000820,PO000820,S0100,SITE_12,2025-11-24,1,0.953,0,0,0
D000821,PO000821,S0069,SITE_05,2025-12-17,1,0.969,0,0,0
D000822,PO000822,S0029,SITE_03,2026-03-16,1,1.0,0,0,0
D000823,PO000823,S0053,SITE_12,2025-12-30,1,0.932,0,0,0
D000824,PO000824,S0032,SITE_01,2026-03-24,0,0.928,0,1,0
D000825,PO000825,S0094,SITE_06,2026-02-05,1,1.0,0,0,0
D000826,PO000826,S0069,SITE_10,2026-01-05,1,0.981,0,1,0
D000827,PO000827,S0051,SITE_04,2026-01-04,0,0.872,0,0,0
D000828,PO000828,S0001,SITE_11,2026-03-09,0,0.947,0,0,0
D000829,PO000829,S0115,SITE_04,2026-02-21,0,1.0,0,1,0
D000830,PO000830,S0025,SITE_04,2026-01-05,0,0.993,0,0,0
D000831,PO000831,S0119,SITE_03,2026-01-01,1,0.949,0,0,0
D000832,PO000832,S0077,SITE_01,2026-01-05,1,0.917,0,0,0
D000833,PO000833,S0063,SITE_10,2026-02-22,1,0.984,0,0,1
D000834,PO000834,S0097,SITE_07,2026-01-29,1,1.0,0,1,0
D000835,PO000835,S0112,SITE_04,2026-01-08,0,1.0,0,0,0
D000836,PO000836,S0020,SITE_12,2026-01-22,0,0.921,0,0,0
D000837,PO000837,S0038,SITE_04,2026-04-04,0,0.917,0,0,0
D000838,PO000838,S0015,SITE_07,2026-04-02,0,0.957,0,0,0
D000839,PO000839,S0101,SITE_01,2025-12-02,0,0.959,0,0,0
D000840,PO000840,S0105,SITE_01,2026-03-04,0,0.951,0,0,0
D000841,PO000841,S0083,SITE_09,2026-03-26,1,0.914,0,0,0
D000842,PO000842,S0066,SITE_07,2026-04-09,1,0.939,0,0,0
D000843,PO000843,S0004,SITE_10,2025-12-24,0,0.816,0,0,0
D000844,PO000844,S0018,SITE_11,2025-12-23,1,0.841,0,0,0
D000845,PO000845,S0071,SITE_10,2026-04-05,1,0.992,0,0,0
D000846,PO000846,S0020,SITE_05,2026-04-18,0,0.774,0,1,1
D000847,PO000847,S0109,SITE_10,2026-04-08,1,0.929,0,0,0
D000848,PO000848,S0079,SITE_01,2025-12-04,1,0.898,1,0,0
D000849,PO000849,S0096,SITE_03,2025-12-11,0,0.959,0,0,0
D000850,PO000850,S0021,SITE_09,2025-12-20,1,0.933,0,0,0
D000851,PO000851,S0062,SITE_06,2026-04-15,1,0.826,0,0,0
D000852,PO000852,S0046,SITE_05,2026-01-08,1,0.882,0,0,1
D000853,PO000853,S0032,SITE_09,2026-01-24,1,0.884,0,0,0
D000854,PO000854,S0011,SITE_03,2026-03-19,0,1.0,1,0,0
D000855,PO000855,S0018,SITE_11,2026-01-09,1,0.935,0,0,0
D000856,PO000856,S0058,SITE_11,2025-11-29,0,0.914,0,0,0
D000857,PO000857,S0060,SITE_06,2025-11-30,1,0.91,0,0,0
D000858,PO000858,S0003,SITE_09,2026-01-08,1,1.0,0,0,0
D000859,PO000859,S0013,SITE_05,2025-12-15,0,1.0,0,0,0
D000860,PO000860,S0032,SITE_04,2026-04-17,0,0.902,0,0,0
D000861,PO000861,S0030,SITE_11,2026-02-06,0,1.0,0,1,0
D000862,PO000862,S0094,SITE_06,2025-10-28,0,0.961,0,0,0
D000863,PO000863,S0112,SITE_10,2025-11-27,1,0.908,0,0,0
D000864,PO000864,S0091,SITE_09,2026-03-14,1,0.963,0,0,0
D000865,PO000865,S0086,SITE_03,2026-02-03,1,0.947,0,0,0
D000866,PO000866,S0004,SITE_06,2025-12-08,0,0.91,0,0,0
D000867,PO000867,S0063,SITE_12,2026-02-13,1,0.895,0,0,1
D000868,PO000868,S0107,SITE_12,2025-12-01,1,0.884,0,0,0
D000869,PO000869,S0002,SITE_11,2026-01-14,1,0.91,0,0,0
D000870,PO000870,S0024,SITE_03,2026-02-08,1,1.0,0,0,0
D000871,PO000871,S0032,SITE_02,2026-02-27,1,0.943,0,0,0
D000872,PO000872,S0113,SITE_12,2026-02-22,1,1.0,0,0,0
D000873,PO000873,S0114,SITE_12,2026-02-16,0,0.977,0,1,0
D000874,PO000874,S0006,SITE_06,2026-03-05,1,0.894,0,0,0
D000875,PO000875,S0034,SITE_12,2025-12-02,1,0.873,0,1,0
D000876,PO000876,S0100,SITE_03,2026-02-11,1,0.875,0,1,0
D000877,PO000877,S0024,SITE_03,2025-12-08,0,0.995,0,0,0
D000878,PO000878,S0048,SITE_11,2026-04-11,0,0.887,0,0,0
D000879,PO000879,S0072,SITE_03,2026-02-10,1,0.896,0,0,0
D000880,PO000880,S0014,SITE_12,2026-04-21,1,0.889,1,0,0
D000881,PO000881,S0081,SITE_08,2026-04-02,0,0.919,0,0,0
D000882,PO000882,S0063,SITE_02,2026-04-18,1,0.993,0,0,0
D000883,PO000883,S0072,SITE_11,2026-02-28,0,0.888,0,0,0
D000884,PO000884,S0008,SITE_09,2026-03-22,1,0.998,0,0,0
D000885,PO000885,S0050,SITE_03,2025-12-19,0,0.88,1,0,0
D000886,PO000886,S0037,SITE_08,2026-04-03,1,0.993,1,0,0
D000887,PO000887,S0004,SITE_12,2025-12-06,0,0.82,0,0,0
D000888,PO000888,S0005,SITE_01,2026-01-25,1,0.864,0,0,0
D000889,PO000889,S0080,SITE_10,2025-10-23,0,0.889,0,0,0
D000890,PO000890,S0116,SITE_08,2026-04-09,0,0.988,0,0,0
D000891,PO000891,S0088,SITE_09,2026-02-26,0,0.99,0,0,0
D000892,PO000892,S0063,SITE_06,2025-11-03,1,0.901,0,0,0
D000893,PO000893,S0009,SITE_05,2026-03-03,0,0.988,0,0,0
D000894,PO000894,S0050,SITE_11,2026-03-12,0,0.875,0,0,0
D000895,PO000895,S0092,SITE_10,2026-03-27,0,0.877,0,0,0
D000896,PO000896,S0039,SITE_01,2025-11-19,1,1.0,0,0,0
D000897,PO000897,S0117,SITE_01,2025-10-23,1,0.948,0,0,0
D000898,PO000898,S0026,SITE_04,2025-11-20,1,0.952,0,0,0
D000899,PO000899,S0010,SITE_02,2026-01-10,0,0.969,0,0,0
D000900,PO000900,S0062,SITE_04,2026-02-22,0,0.919,0,0,0
D000901,PO000901,S0064,SITE_08,2026-03-15,1,1.0,0,0,0
D000902,PO000902,S0014,SITE_05,2026-02-11,0,0.956,0,1,0
D000903,PO000903,S0066,SITE_04,2025-11-29,0,0.98,0,0,0
D000904,PO000904,S0047,SITE_06,2026-02-13,1,0.935,0,0,0
D000905,PO000905,S0038,SITE_07,2026-01-25,1,0.856,0,0,0
D000906,PO000906,S0001,SITE_07,2026-02-24,1,0.952,0,0,1
D000907,PO000907,S0061,SITE_09,2026-04-07,1,1.0,0,0,0
D000908,PO000908,S0023,SITE_02,2026-01-31,1,0.881,0,0,0
D000909,PO000909,S0007,SITE_02,2025-12-07,1,0.966,0,0,0
D000910,PO000910,S0042,SITE_07,2026-04-18,0,0.978,0,0,0
D000911,PO000911,S0079,SITE_10,2025-12-19,0,0.917,0,0,0
D000912,PO000912,S0056,SITE_05,2026-04-07,1,0.905,0,0,0
D000913,PO000913,S0117,SITE_02,2025-12-12,1,0.985,0,0,0
D000914,PO000914,S0108,SITE_06,2026-02-27,0,0.967,0,0,0
D000915,PO000915,S0063,SITE_10,2025-12-25,0,0.947,0,0,0
D000916,PO000916,S0062,SITE_10,2026-01-21,1,0.902,0,0,0
D000917,PO000917,S0021,SITE_09,2026-03-24,0,0.995,0,0,0
D000918,PO000918,S0108,SITE_05,2025-11-03,1,0.851,0,0,0
D000919,PO000919,S0110,SITE_11,2026-03-10,1,0.906,0,1,0
D000920,PO000920,S0069,SITE_04,2026-01-18,1,0.92,0,0,0
D000921,PO000921,S0004,SITE_02,2026-01-26,0,0.859,0,0,0
D000922,PO000922,S0030,SITE_09,2026-04-11,1,0.933,0,1,0
D000923,PO000923,S0003,SITE_09,2026-02-19,0,1.0,0,0,0
D000924,PO000924,S0038,SITE_12,2026-04-08,1,0.967,0,0,0
D000925,PO000925,S0061,SITE_05,2026-02-07,1,0.954,0,0,0
D000926,PO000926,S0096,SITE_06,2025-12-14,1,0.943,0,0,0
D000927,PO000927,S0037,SITE_09,2026-04-08,0,1.0,0,1,0
D000928,PO000928,S0084,SITE_07,2026-01-01,1,0.918,0,0,0
D000929,PO000929,S0063,SITE_02,2025-12-29,0,1.0,0,0,0
D000930,PO000930,S0072,SITE_06,2026-04-25,0,0.979,0,0,0
D000931,PO000931,S0055,SITE_12,2026-02-09,0,0.886,0,0,0
D000932,PO000932,S0044,SITE_12,2026-01-25,0,0.855,0,0,0
D000933,PO000933,S0085,SITE_08,2026-03-30,1,0.887,0,0,0
D000934,PO000934,S0022,SITE_08,2025-11-21,0,0.979,0,0,0
D000935,PO000935,S0050,SITE_10,2026-04-08,0,0.974,0,0,0
D000936,PO000936,S0013,SITE_09,2026-01-15,0,0.864,0,0,0
D000937,PO000937,S0117,SITE_05,2026-02-19,0,0.991,0,0,0
D000938,PO000938,S0050,SITE_02,2025-12-15,0,0.86,0,0,0
D000939,PO000939,S0034,SITE_12,2026-04-22,0,0.857,0,0,0
D000940,PO000940,S0010,SITE_03,2026-04-03,1,1.0,0,0,0
D000941,PO000941,S0028,SITE_09,2026-03-20,0,0.984,0,0,0
D000942,PO000942,S0030,SITE_09,2025-11-14,0,0.866,0,0,0
D000943,PO000943,S0024,SITE_01,2026-02-05,1,0.907,0,0,0
D000944,PO000944,S0051,SITE_04,2025-12-14,0,0.932,0,0,0
D000945,PO000945,S0073,SITE_01,2025-11-18,0,0.897,1,0,0
D000946,PO000946,S0004,SITE_05,2025-12-02,1,0.878,0,0,0
D000947,PO000947,S0053,SITE_12,2026-04-04,0,0.962,1,1,0
D000948,PO000948,S0071,SITE_05,2026-03-01,0,0.986,0,0,1
D000949,PO000949,S0049,SITE_01,2026-03-06,0,0.96,0,0,0
D000950,PO000950,S0094,SITE_10,2026-01-26,1,0.982,0,0,0
D000951,PO000951,S0050,SITE_06,2025-12-05,0,0.867,0,0,0
D000952,PO000952,S0090,SITE_06,2025-11-09,1,0.965,0,0,0
D000953,PO000953,S0060,SITE_10,2025-11-07,1,1.0,0,0,0
D000954,PO000954,S0069,SITE_12,2025-11-11,0,0.991,0,0,0
D000955,PO000955,S0097,SITE_11,2025-12-07,1,1.0,0,0,0
D000956,PO000956,S0040,SITE_02,2025-12-16,1,0.907,0,0,0
D000957,PO000957,S0026,SITE_04,2026-03-29,1,1.0,0,0,0
D000958,PO000958,S0099,SITE_07,2026-04-03,1,0.903,0,0,0
D000959,PO000959,S0091,SITE_09,2026-04-27,0,0.785,0,0,0
D000960,PO000960,S0022,SITE_08,2026-02-01,1,0.924,0,0,0
D000961,PO000961,S0069,SITE_01,2025-11-15,1,0.963,0,0,0
D000962,PO000962,S0022,SITE_12,2025-12-13,1,0.882,0,0,0
D000963,PO000963,S0116,SITE_04,2025-12-16,1,0.958,0,0,0
D000964,PO000964,S0048,SITE_02,2026-03-22,0,0.91,1,0,0
D000965,PO000965,S0093,SITE_05,2025-10-26,0,0.989,0,0,0
D000966,PO000966,S0097,SITE_08,2025-11-14,0,0.93,0,0,0
D000967,PO000967,S0005,SITE_04,2026-03-25,0,0.96,0,0,0
D000968,PO000968,S0068,SITE_04,2026-04-03,1,0.904,1,0,0
D000969,PO000969,S0086,SITE_03,2026-04-09,1,0.942,0,0,0
D000970,PO000970,S0045,SITE_09,2026-01-20,0,0.991,0,0,0
D000971,PO000971,S0080,SITE_09,2025-12-09,0,0.916,0,0,0
D000972,PO000972,S0046,SITE_09,2026-01-03,1,0.899,0,0,0
D000973,PO000973,S0104,SITE_01,2026-02-09,1,1.0,0,0,0
D000974,PO000974,S0092,SITE_11,2026-03-09,0,0.908,0,0,0
D000975,PO000975,S0057,SITE_09,2026-01-04,0,0.933,1,0,0
D000976,PO000976,S0085,SITE_06,2026-02-04,1,1.0,0,0,0
D000977,PO000977,S0021,SITE_11,2026-01-05,0,0.983,0,0,0
D000978,PO000978,S0087,SITE_09,2025-12-23,0,0.903,0,0,0
D000979,PO000979,S0061,SITE_04,2026-04-02,1,0.907,1,0,0
D000980,PO000980,S0005,SITE_06,2026-04-01,0,0.935,0,0,0
D000981,PO000981,S0018,SITE_03,2025-10-21,1,0.916,0,0,0
D000982,PO000982,S0084,SITE_06,2026-03-26,1,0.944,0,1,0
D000983,PO000983,S0075,SITE_09,2026-04-03,0,0.937,0,0,0
D000984,PO000984,S0025,SITE_07,2025-11-30,1,0.915,1,0,0
D000985,PO000985,S0041,SITE_04,2026-01-22,0,0.886,0,0,0
D000986,PO000986,S0017,SITE_09,2025-12-16,1,0.991,0,0,0
D000987,PO000987,S0037,SITE_06,2025-11-11,0,0.924,0,0,0
D000988,PO000988,S0025,SITE_12,2025-11-25,0,0.986,0,0,0
D000989,PO000989,S0045,SITE_08,2025-12-21,1,0.921,1,0,0
D000990,PO000990,S0024,SITE_09,2026-01-23,0,0.974,0,0,0
D000991,PO000991,S0044,SITE_11,2025-11-22,1,1.0,0,0,0
D000992,PO000992,S0112,SITE_08,2025-10-23,1,0.923,0,0,1
D000993,PO000993,S0072,SITE_05,2025-12-24,1,0.858,1,0,0
D000994,PO000994,S0038,SITE_10,2026-04-01,0,0.928,0,0,0
D000995,PO000995,S0049,SITE_11,2025-11-15,1,0.971,0,0,0
D000996,PO000996,S0119,SITE_05,2025-11-24,1,0.883,0,0,0
D000997,PO000997,S0034,SITE_01,2026-01-01,1,0.972,0,0,0
D000998,PO000998,S0004,SITE_08,2026-01-17,1,0.952,0,0,0
D000999,PO000999,S0007,SITE_05,2025-11-30,1,0.957,0,0,0
D001000,PO001000,S0117,SITE_02,2025-11-12,0,0.97,0,1,0
D001001,PO001001,S0059,SITE_03,2026-01-01,1,0.957,0,0,0
D001002,PO001002,S0032,SITE_02,2026-01-12,0,1.0,0,1,0
D001003,PO001003,S0052,SITE_08,2025-11-05,1,0.855,0,0,0
D001004,PO001004,S0119,SITE_06,2026-02-21,0,0.994,0,0,0
D001005,PO001005,S0068,SITE_04,2025-11-30,1,0.99,0,0,0
D001006,PO001006,S0060,SITE_10,2026-03-30,1,0.947,0,0,0
D001007,PO001007,S0050,SITE_06,2025-11-21,0,0.888,0,0,0
D001008,PO001008,S0009,SITE_05,2025-10-19,1,1.0,0,0,0
D001009,PO001009,S0077,SITE_10,2026-03-24,0,0.911,0,0,0
D001010,PO001010,S0080,SITE_12,2025-10-20,1,0.935,0,0,0
D001011,PO001011,S0048,SITE_08,2025-11-19,1,0.856,0,0,0
D001012,PO001012,S0043,SITE_07,2025-12-11,0,0.877,0,0,0
D001013,PO001013,S0048,SITE_02,2025-11-23,0,0.873,0,0,0
D001014,PO001014,S0091,SITE_12,2026-04-11,0,0.855,0,0,0
D001015,PO001015,S0118,SITE_12,2026-02-06,1,0.881,1,0,0
D001016,PO001016,S0059,SITE_12,2025-12-29,1,0.92,1,0,0
D001017,PO001017,S0088,SITE_12,2025-11-04,1,0.892,0,0,0
D001018,PO001018,S0066,SITE_11,2026-02-03,1,0.95,0,0,0
D001019,PO001019,S0093,SITE_03,2025-11-26,1,0.874,0,0,0
D001020,PO001020,S0053,SITE_02,2025-12-27,0,0.887,0,0,0
D001021,PO001021,S0073,SITE_01,2026-01-31,1,0.909,0,0,0
D001022,PO001022,S0046,SITE_08,2025-12-21,0,0.918,0,0,0
D001023,PO001023,S0101,SITE_12,2026-02-13,1,0.894,0,0,0
D001024,PO001024,S0094,SITE_01,2026-02-15,1,0.995,0,0,0
D001025,PO001025,S0009,SITE_01,2025-12-09,0,1.0,0,0,0
D001026,PO001026,S0012,SITE_09,2025-11-18,0,0.951,0,1,0
D001027,PO001027,S0021,SITE_11,2026-01-17,0,0.976,0,0,0
D001028,PO001028,S0041,SITE_10,2025-12-09,1,0.803,0,0,0
D001029,PO001029,S0067,SITE_11,2026-04-04,0,0.848,0,0,0
D001030,PO001030,S0081,SITE_10,2026-02-23,1,1.0,1,0,0
D001031,PO001031,S0059,SITE_01,2025-12-04,1,0.95,0,0,0
D001032,PO001032,S0008,SITE_01,2026-01-17,0,1.0,0,0,0
D001033,PO001033,S0053,SITE_03,2026-03-01,0,0.943,0,0,0
D001034,PO001034,S0024,SITE_07,2026-03-24,1,0.988,0,0,0
D001035,PO001035,S0048,SITE_04,2026-01-18,0,0.949,1,0,0
D001036,PO001036,S0114,SITE_04,2025-12-07,1,0.865,0,0,0
D001037,PO001037,S0046,SITE_12,2026-01-01,1,0.855,1,0,0
D001038,PO001038,S0118,SITE_08,2025-12-09,1,0.955,0,0,0
D001039,PO001039,S0107,SITE_10,2026-02-22,0,0.936,0,0,0
D001040,PO001040,S0031,SITE_12,2026-02-08,0,0.952,0,0,0
D001041,PO001041,S0051,SITE_08,2026-02-22,1,0.857,0,0,0
D001042,PO001042,S0118,SITE_03,2025-12-05,1,0.988,0,0,0
D001043,PO001043,S0029,SITE_06,2025-11-11,1,0.973,0,0,0
D001044,PO001044,S0111,SITE_02,2026-03-22,1,0.948,0,0,0
D001045,PO001045,S0005,SITE_01,2026-02-04,0,0.915,0,0,0
D001046,PO001046,S0111,SITE_11,2025-12-15,1,0.948,0,0,0
D001047,PO001047,S0029,SITE_06,2026-01-19,1,1.0,1,0,0
D001048,PO001048,S0034,SITE_03,2025-11-08,1,0.949,0,0,0
D001049,PO001049,S0013,SITE_06,2026-03-05,1,0.917,0,0,0
D001050,PO001050,S0079,SITE_04,2025-11-11,1,0.912,0,0,0
D001051,PO001051,S0073,SITE_02,2025-11-10,1,0.854,0,0,0
D001052,PO001052,S0041,SITE_11,2025-10-29,1,0.946,0,0,0
D001053,PO001053,S0087,SITE_12,2026-01-26,0,1.0,0,0,0
D001054,PO001054,S0024,SITE_03,2026-02-18,0,1.0,0,0,0
D001055,PO001055,S0025,SITE_05,2026-02-18,0,1.0,0,0,0
D001056,PO001056,S0084,SITE_01,2025-11-17,1,0.92,0,0,0
D001057,PO001057,S0018,SITE_09,2026-04-01,1,0.968,0,0,1
D001058,PO001058,S0083,SITE_03,2026-03-03,1,0.955,0,0,0
D001059,PO001059,S0036,SITE_12,2025-11-11,1,0.917,0,0,0
D001060,PO001060,S0107,SITE_10,2025-12-16,1,0.895,0,0,0
D001061,PO001061,S0077,SITE_05,2025-12-29,1,0.909,0,0,0
D001062,PO001062,S0089,SITE_10,2026-03-29,1,0.864,0,0,0
D001063,PO001063,S0030,SITE_09,2026-01-12,0,0.944,0,0,0
D001064,PO001064,S0017,SITE_11,2025-10-23,0,1.0,0,0,0
D001065,PO001065,S0051,SITE_09,2026-02-26,0,0.947,0,1,0
D001066,PO001066,S0042,SITE_01,2026-02-11,1,0.952,0,0,0
D001067,PO001067,S0016,SITE_06,2026-02-14,1,0.972,0,0,0
D001068,PO001068,S0077,SITE_02,2026-02-12,0,0.851,1,0,0
D001069,PO001069,S0008,SITE_03,2025-12-10,1,0.935,0,0,0
D001070,PO001070,S0001,SITE_01,2026-02-16,1,0.887,0,0,0
D001071,PO001071,S0080,SITE_09,2026-03-12,1,1.0,0,0,0
D001072,PO001072,S0080,SITE_05,2025-12-10,1,0.926,1,0,0
D001073,PO001073,S0073,SITE_01,2026-02-28,1,0.957,0,0,0
D001074,PO001074,S0055,SITE_11,2025-12-15,1,0.935,0,0,0
D001075,PO001075,S0087,SITE_10,2026-03-02,1,1.0,0,0,0
D001076,PO001076,S0053,SITE_03,2026-02-09,1,0.922,0,0,0
D001077,PO001077,S0066,SITE_03,2025-11-25,1,0.984,0,0,0
D001078,PO001078,S0007,SITE_09,2025-12-14,0,0.952,0,0,0
D001079,PO001079,S0053,SITE_05,2026-02-19,1,0.946,0,0,0
D001080,PO001080,S0090,SITE_10,2026-04-05,1,0.906,0,0,0
D001081,PO001081,S0051,SITE_06,2026-04-01,0,0.897,0,0,0
D001082,PO001082,S0086,SITE_05,2025-10-30,0,0.886,0,1,0
D001083,PO001083,S0077,SITE_07,2025-12-06,1,0.924,0,0,0
D001084,PO001084,S0073,SITE_05,2026-03-04,0,0.975,0,0,0
D001085,PO001085,S0019,SITE_08,2026-01-15,1,0.929,1,0,0
D001086,PO001086,S0112,SITE_10,2025-10-27,1,0.887,0,0,0
D001087,PO001087,S0034,SITE_05,2026-04-08,1,0.991,0,0,0
D001088,PO001088,S0068,SITE_10,2026-03-05,0,0.967,0,0,0
D001089,PO001089,S0066,SITE_12,2026-03-25,0,1.0,0,0,0
D001090,PO001090,S0072,SITE_09,2026-04-14,0,1.0,0,0,0
D001091,PO001091,S0095,SITE_05,2025-11-09,1,0.957,0,0,0
D001092,PO001092,S0107,SITE_05,2025-11-16,0,0.857,0,0,0
D001093,PO001093,S0088,SITE_08,2026-02-17,1,1.0,1,0,0
D001094,PO001094,S0030,SITE_11,2025-11-09,0,0.961,0,0,0
D001095,PO001095,S0028,SITE_08,2026-03-13,0,0.955,0,0,0
D001096,PO001096,S0024,SITE_07,2026-04-02,1,0.959,0,0,0
D001097,PO001097,S0024,SITE_09,2025-11-16,1,0.923,0,0,0
D001098,PO001098,S0075,SITE_01,2026-02-04,0,0.912,0,0,0
D001099,PO001099,S0012,SITE_11,2026-04-11,1,0.912,0,0,0
D001100,PO001100,S0078,SITE_10,2025-11-19,0,0.962,0,0,0
D001101,PO001101,S0075,SITE_10,2026-01-27,0,0.928,0,1,0
D001102,PO001102,S0017,SITE_05,2025-12-18,1,1.0,0,0,0
D001103,PO001103,S0038,SITE_07,2025-11-17,1,0.879,1,0,0
D001104,PO001104,S0037,SITE_01,2026-01-23,1,0.98,0,0,0
D001105,PO001105,S0020,SITE_09,2025-12-02,1,0.838,0,0,1
D001106,PO001106,S0101,SITE_11,2025-11-20,1,0.878,0,0,0
D001107,PO001107,S0042,SITE_11,2026-04-16,0,0.881,1,0,0
D001108,PO001108,S0060,SITE_02,2025-12-31,0,0.891,0,0,0
D001109,PO001109,S0077,SITE_01,2025-12-22,1,0.977,0,0,0
D001110,PO001110,S0002,SITE_10,2026-04-09,1,0.929,0,0,0
D001111,PO001111,S0033,SITE_12,2025-11-22,1,1.0,0,0,0
D001112,PO001112,S0038,SITE_07,2025-11-17,1,0.937,0,0,0
D001113,PO001113,S0086,SITE_07,2026-03-26,1,1.0,0,0,0
D001114,PO001114,S0065,SITE_08,2025-11-06,0,0.866,0,1,0
D001115,PO001115,S0117,SITE_10,2026-03-13,1,0.929,0,1,0
D001116,PO001116,S0035,SITE_05,2025-12-28,0,0.962,0,1,0
D001117,PO001117,S0114,SITE_02,2026-01-31,0,0.834,0,0,0
D001118,PO001118,S0020,SITE_03,2025-12-30,0,0.9,0,0,0
D001119,PO001119,S0102,SITE_04,2026-02-10,0,0.877,0,0,0
D001120,PO001120,S0039,SITE_11,2025-11-14,1,1.0,1,0,0
D001121,PO001121,S0111,SITE_10,2026-03-29,0,0.963,0,1,0
D001122,PO001122,S0109,SITE_09,2025-11-13,1,0.934,0,0,0
D001123,PO001123,S0056,SITE_10,2026-04-01,1,0.888,0,0,0
D001124,PO001124,S0049,SITE_02,2026-01-28,1,0.906,0,0,0
D001125,PO001125,S0045,SITE_01,2026-03-18,0,0.961,0,1,0
D001126,PO001126,S0037,SITE_03,2026-01-17,0,0.911,0,0,0
D001127,PO001127,S0108,SITE_10,2025-12-15,0,0.901,0,0,0
D001128,PO001128,S0007,SITE_05,2026-03-12,1,0.986,0,0,0
D001129,PO001129,S0085,SITE_04,2025-11-09,0,0.912,0,1,0
D001130,PO001130,S0054,SITE_09,2026-03-15,1,0.947,0,1,0
D001131,PO001131,S0107,SITE_10,2026-02-27,0,0.853,0,0,0
D001132,PO001132,S0029,SITE_10,2025-12-22,0,0.959,0,0,0
D001133,PO001133,S0005,SITE_10,2025-11-22,0,0.978,0,0,0
D001134,PO001134,S0050,SITE_06,2026-01-11,1,0.941,0,0,0
D001135,PO001135,S0030,SITE_03,2025-12-11,1,0.918,0,0,0
D001136,PO001136,S0027,SITE_04,2025-11-23,0,0.9,0,0,0
D001137,PO001137,S0053,SITE_09,2026-04-13,1,0.966,0,1,0
D001138,PO001138,S0023,SITE_03,2025-12-25,1,0.811,0,0,0
D001139,PO001139,S0033,SITE_07,2026-04-01,1,0.97,0,0,0
D001140,PO001140,S0066,SITE_02,2026-01-21,1,0.969,0,0,0
D001141,PO001141,S0085,SITE_01,2026-03-25,1,0.985,0,0,0
D001142,PO001142,S0062,SITE_10,2026-02-12,1,0.889,0,0,0
D001143,PO001143,S0007,SITE_11,2026-03-01,0,0.967,0,0,0
D001144,PO001144,S0054,SITE_10,2026-01-05,1,0.908,0,0,0
D001145,PO001145,S0037,SITE_10,2026-01-12,1,1.0,0,0,0
D001146,PO001146,S0038,SITE_08,2025-11-11,0,0.905,0,0,0
D001147,PO001147,S0010,SITE_10,2025-12-08,0,1.0,0,0,0
D001148,PO001148,S0014,SITE_01,2025-12-16,1,0.975,1,0,0
D001149,PO001149,S0060,SITE_08,2026-03-22,1,1.0,0,0,0
D001150,PO001150,S0113,SITE_03,2026-01-23,0,0.946,0,1,0
D001151,PO001151,S0007,SITE_06,2026-01-08,1,1.0,0,0,0
D001152,PO001152,S0016,SITE_03,2025-11-15,1,0.977,0,0,0
D001153,PO001153,S0061,SITE_04,2025-12-18,1,1.0,0,0,0
D001154,PO001154,S0057,SITE_01,2026-01-15,0,0.902,0,1,0
D001155,PO001155,S0074,SITE_04,2025-10-26,0,0.939,0,0,0
D001156,PO001156,S0029,SITE_11,2026-01-25,1,0.977,0,0,0
D001157,PO001157,S0084,SITE_01,2026-02-19,1,0.998,0,0,0
D001158,PO001158,S0013,SITE_05,2026-02-17,0,0.862,0,0,0
D001159,PO001159,S0002,SITE_07,2026-03-06,0,0.818,0,0,0
D001160,PO001160,S0029,SITE_05,2026-02-03,1,1.0,0,0,0
D001161,PO001161,S0101,SITE_11,2026-03-23,0,0.848,0,0,0
D001162,PO001162,S0017,SITE_02,2025-12-02,1,0.909,0,0,0
D001163,PO001163,S0098,SITE_11,2026-03-26,0,0.934,0,0,0
D001164,PO001164,S0007,SITE_11,2025-12-01,1,1.0,0,0,0
D001165,PO001165,S0005,SITE_07,2026-01-05,1,0.887,0,0,0
D001166,PO001166,S0055,SITE_12,2025-12-05,1,0.887,0,0,0
D001167,PO001167,S0108,SITE_08,2025-11-21,0,0.995,0,0,0
D001168,PO001168,S0116,SITE_05,2025-11-22,1,0.899,0,0,0
D001169,PO001169,S0112,SITE_10,2026-02-17,1,0.96,0,0,0
D001170,PO001170,S0067,SITE_03,2026-04-09,1,0.961,0,0,0
D001171,PO001171,S0093,SITE_06,2025-12-16,0,0.921,0,0,1
D001172,PO001172,S0087,SITE_10,2026-04-17,0,0.908,0,1,0
D001173,PO001173,S0051,SITE_07,2026-02-28,0,0.939,1,0,0
D001174,PO001174,S0062,SITE_10,2026-01-27,0,1.0,0,0,0
D001175,PO001175,S0008,SITE_03,2026-03-19,1,0.999,0,0,0
D001176,PO001176,S0052,SITE_04,2026-03-30,0,0.997,0,0,0
